Auger,Depth (cm),pH,EC (ds/m),Ca²⁺ (ppm),Mg²⁺ (ppm),Na⁺ (ppm),K⁺ (ppm),CaCO₃ (%),Texture,ESP,Land Capability Class,Date,T2M,RH,WS,SWGDN,Water_TDS (ppm),Water_Salinity_Class,crop recomended
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-18,16.14,69.18,3.47,16.41,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-19,15.98,74.24,4.02,16.17,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-20,14.35,74.71,7.19,12.52,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-21,13.52,63.3,6.88,13.43,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-22,13.03,62.56,7.73,13.21,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-23,13.08,64.75,5.95,13.48,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-24,13.21,60.39,6.26,17.55,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-25,12.02,61.93,2.29,19.36,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-26,13.46,59.55,2.06,16.41,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-27,14.26,66.91,2.1,20.67,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-02-28,15.04,69.52,4.45,20.2,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-01,15.08,74.22,4.28,20.6,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-02,15.31,76.33,3.6,19.88,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-03,15.23,79.6,3.22,13.83,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-04,15.52,75.53,5.35,15.82,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-05,15.47,73.13,5.68,18.99,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-06,16.54,81.42,5.39,16.27,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-07,16.44,79.83,5.67,21.56,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-08,16.15,72.93,3.84,17.7,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-09,17.15,63.77,2.51,20.52,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-10,17.23,66.57,3.83,22.03,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-11,17.77,66.76,4.69,22.03,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-12,16.89,74.26,4.74,23.19,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-13,18.66,78.53,3.13,18.07,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-14,19.61,78.07,2.36,22.72,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-15,19.07,75.7,3.84,23.94,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-16,19.8,70.83,3.03,23.9,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-17,20.75,64.38,4.94,21.01,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-18,17.77,73.22,5.98,23.59,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-19,16.53,70.89,8.4,22.17,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-20,14.55,61.34,10.94,16.05,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-21,15.21,61.28,8.26,15.16,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-22,15.02,61.18,5.26,19.94,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-23,15.66,65.95,3.58,24.96,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-24,16.56,71.21,5.51,23.6,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-25,17.95,74.82,5.8,24.33,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-26,19.19,73.43,5.36,21.31,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-27,22.54,47.14,4.1,22.08,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-28,18.01,73.81,7.23,22.52,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-29,17.62,67.61,3.73,24.34,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-30,19.14,52.04,4.55,24.54,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-03-31,22.01,38.11,8.35,19.37,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-01,19.78,53.78,5.47,19.77,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-02,18.59,56.86,6.24,22.86,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-03,18.02,70.02,4.06,25.47,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-04,17.17,71.46,2.92,25.53,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-05,18.15,67.79,4.02,25.88,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-06,18.01,73.63,4.55,25.52,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-07,18.47,69.57,4.25,18.34,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-08,18.61,74.69,4.72,23.11,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-09,17.15,78.81,6.33,23.22,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-10,15.69,66.68,6.45,24.73,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-11,15.8,70.18,6.61,22.64,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-12,17.09,65.09,3.72,26.14,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-13,16.73,71.72,7.12,26.13,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-14,16.52,67.88,4.87,27.99,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-15,17.73,67.66,3.99,25.13,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-16,17.99,67.56,4.58,28.29,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-17,18.44,70.86,4.87,26.82,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-18,19.21,67.9,3.88,28.38,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-19,19.18,73.46,3.35,27.94,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-20,19.47,72.54,2.98,27.03,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-21,22.01,62.37,3.55,23.9,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-22,23.52,60.52,2.42,24.73,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-23,20.23,76.53,6.85,22.46,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-24,19.29,76.83,5.41,16.34,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-25,18.89,75.14,4.64,27.42,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-26,18.97,72.25,3.03,24.78,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-27,19.3,70.03,3.12,27.65,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-28,18.75,72.55,3.45,27.32,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-29,19.31,69.93,5.1,20.47,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-04-30,18.61,71.97,7.55,23.27,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-01,18.61,65.72,5.18,24.85,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-02,18.5,67.47,6.33,21.09,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-03,18.66,72.19,5.3,21.09,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-04,18.52,73.95,4.44,28.12,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-05,20.3,59.39,3.0,28.16,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-06,22.43,45.1,2.91,28.22,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-07,22.81,47.8,3.52,29.02,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-08,23.71,51.12,3.64,28.34,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-09,24.63,54.15,4.45,27.95,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-10,26.59,38.13,3.85,26.7,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-11,24.46,53.8,5.42,23.87,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-12,21.95,66.31,4.11,28.35,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-13,23.24,62.75,6.53,24.66,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-14,20.78,73.62,4.72,28.73,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-15,20.67,65.8,2.78,24.89,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-16,24.98,50.88,5.59,24.69,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-17,22.59,70.7,6.54,21.48,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-18,20.61,79.25,5.69,24.82,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-19,20.26,75.08,5.41,29.56,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-20,20.72,67.77,5.57,29.7,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-21,20.72,74.27,5.42,28.29,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-22,21.6,71.38,4.67,30.13,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-23,23.49,60.59,3.12,30.26,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-24,26.51,41.88,2.2,28.44,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-25,28.27,35.01,2.96,26.55,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-26,22.8,65.48,8.13,25.98,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-27,21.44,67.82,7.04,30.43,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-28,21.84,67.26,4.42,30.6,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-29,21.8,70.65,4.49,29.18,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-30,22.17,70.45,4.07,26.81,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-05-31,22.01,69.16,4.07,26.56,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-01,21.47,72.58,4.4,28.07,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-02,21.65,69.21,4.51,30.18,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-03,22.27,71.75,5.26,30.13,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-04,22.78,74.71,5.39,30.08,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-05,23.02,73.29,4.8,29.99,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-06,23.13,71.89,4.08,30.44,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-07,23.41,75.06,3.99,30.36,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-08,23.68,74.47,5.1,30.72,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-09,23.93,75.78,4.65,30.44,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-10,24.36,73.89,4.48,30.39,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-11,24.1,74.73,4.25,30.23,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-12,24.8,79.06,4.98,29.74,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-13,25.06,75.17,4.49,30.47,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-14,24.91,73.24,4.9,30.84,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-15,24.56,69.75,6.49,30.43,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-16,24.02,66.2,7.0,30.44,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-17,23.85,68.16,5.54,30.42,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-18,24.37,70.93,4.7,30.25,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-19,24.44,69.6,5.25,30.68,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-20,25.22,70.37,5.27,30.93,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-21,25.36,72.74,5.09,30.91,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-22,25.34,74.07,5.74,29.14,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-23,24.47,65.88,6.48,30.33,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-24,24.79,68.9,5.87,30.49,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-25,25.1,64.58,5.06,31.39,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-26,25.36,73.21,5.13,31.1,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-27,25.82,77.52,5.63,29.82,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-28,26.42,74.76,5.55,29.95,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-29,26.0,75.36,6.9,30.15,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-06-30,26.15,75.25,5.5,29.53,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-01,25.77,73.76,6.03,29.73,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-02,26.24,72.2,5.7,30.04,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-03,26.58,71.41,6.39,29.47,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-04,25.82,67.5,6.06,30.21,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-05,25.55,67.96,4.49,30.76,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-06,25.45,69.0,3.65,30.83,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-07,26.13,63.21,4.39,31.43,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-08,25.6,73.14,4.61,30.38,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-09,26.25,76.27,4.71,30.46,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-10,26.58,75.1,5.45,30.13,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-11,25.55,76.88,4.83,29.9,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-12,25.42,72.84,4.52,30.09,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-13,25.88,68.08,5.18,28.94,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-14,26.23,70.12,5.68,29.44,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-15,26.34,70.93,4.43,29.52,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-16,26.77,64.43,3.37,29.92,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-17,27.12,67.66,2.95,29.26,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-18,27.68,61.49,2.7,29.36,9600.0,High,None
Auger 34,0-20,7.16,15.0,3860.0,753.6,3198.8,93.2,58.84,Sandy Loam,15.742391341210952,S3,2025-07-19,27.3,70.71,4.41,29.15,9600.0,High,None
